Date,Open,High,Low,Close,Volume
2018-09-24,12992.65,12997.425,12754.6,12786.925,1896825
2018-09-25,11864.45,11988.2,11786.85,11973.575,1219875
2018-09-26,12031.05,12039.425,11891.35,11956.525,1084650
2018-09-27,11966.675,11991.375,11845.4,11870.375,1513500
2018-09-28,11922.725,11943.0,11721.925,11788.375,1964100
2018-10-01,11705.175,11932.725,11698.725,11904.05,1030575
2018-10-03,11839.05,11864.4,11708.4,11723.05,1810050
2018-10-04,11587.4,11618.275,11401.175,11440.725,2143875
2018-10-05,11369.425,11393.05,11075.65,11135.0,2024325
2018-10-08,11078.75,11211.175,10990.675,11169.275,2110425
2018-10-09,11191.8,11214.525,11078.0,11099.75,1780950
2018-10-10,11126.175,11288.675,11111.2,11262.625,1784100
2018-10-11,10998.15,11159.575,10929.35,11032.65,2031375
2018-10-12,11126.75,11304.275,11126.75,11285.0,1792125
2018-10-15,11279.15,11333.325,11198.525,11318.25,1806900
2018-10-16,11324.65,11406.025,11317.4,11396.175,1559100
2018-10-17,11505.025,11514.65,11218.55,11239.15,1839525
2018-10-19,11128.425,11179.175,11026.45,11087.7,1841625
2018-10-22,11165.775,11184.65,10983.1,11011.025,1629000
2018-10-23,10945.425,10991.15,10865.1,10919.775,1222950
2018-10-24,11021.95,11046.625,10885.45,11001.225,1352700
2018-10-25,10918.8,10943.75,10841.85,10896.75,1692600
2018-10-26,10852.725,10898.25,10745.725,10767.75,1873650
2018-10-29,10822.25,11036.4,10769.3,11013.9,1883925
2018-10-30,10978.825,11047.1,10919.175,10955.325,1732575
2018-10-31,10961.85,11151.85,10834.9,11136.475,1993275
2018-11-01,11154.325,11188.525,11080.375,11152.6,1755075
2018-11-02,11236.35,11386.6,11226.025,11327.825,1913625
2018-11-05,11288.125,11320.275,11250.65,11299.85,1537650
2018-11-06,11330.975,11373.825,11258.3,11304.05,1453275
2018-11-09,11339.55,11399.475,11321.6,11377.825,1542525
2018-11-12,11363.575,11421.25,11234.9,11249.425,1652550
2018-11-13,11215.3,11386.075,11209.3,11369.475,1740675
2018-11-14,11415.525,11438.075,11299.925,11357.75,1774350
2018-11-15,11368.4,11437.0,11337.45,11385.1,1609950
2018-11-16,11416.7,11468.65,11390.95,11445.825,1626300
2018-11-19,11502.325,11544.575,11452.8,11532.475,1383525
2018-11-20,11500.35,11504.475,11407.225,11429.45,1578000
2018-11-21,11428.375,11442.575,11328.825,11375.525,1794450
2018-11-22,11379.125,11402.725,11259.0,11271.75,1506900
2018-11-26,11325.125,11405.95,11237.85,11394.375,1851900
2018-11-27,11364.5,11451.575,11338.35,11442.225,783450
2018-11-28,11471.2,11508.5,11462.125,11477.3,908100
2018-11-29,11560.85,11641.95,11537.575,11621.025,1571550
2018-11-30,11672.725,11683.5,11583.775,11631.975,1651500
2018-12-03,11704.9,11704.9,11600.65,11656.875,1589550
2018-12-04,11647.275,11663.225,11601.4,11639.55,1376100
2018-12-05,11579.575,11591.05,11512.3,11554.075,1608075
2018-12-06,11473.35,11473.35,11323.9,11339.2,1709700
2018-12-07,11391.225,11469.025,11352.225,11455.35,1591125
2018-12-10,11273.15,11308.25,11204.75,11220.125,1500300
2018-12-11,11056.15,11316.275,11056.0,11290.975,1959450
2018-12-12,11322.875,11523.025,11299.15,11507.125,1650375
2018-12-13,11566.125,11612.0,11500.775,11551.175,1688100
2018-12-14,11513.95,11562.975,11493.925,11546.225,1501350
2018-12-17,11591.725,11656.825,11584.65,11642.475,1385250
2018-12-18,11600.425,11673.9,11563.575,11668.675,1507425
2018-12-19,11700.25,11744.375,11682.0,11723.575,1401375
2018-12-20,11634.15,11727.8,11622.35,11714.725,1625175
2018-12-21,11696.475,11716.575,11476.6,11489.875,1782225
2018-12-24,11494.2,11513.3,11376.225,11398.525,1455600
2018-12-26,11357.25,11480.725,11243.875,11466.75,1330950
2018-12-27,11528.6,11560.975,11476.7,11487.1,1542225
2018-12-28,11540.025,11631.8,11531.325,11591.15,1482450
2018-12-31,11642.425,11653.775,11585.025,11647.25,1355325
2019-01-02,11599.9,11623.3,11432.8,11509.425,1767075
2019-01-03,11515.95,11538.6,11381.275,11390.025,1804500
2019-01-04,11424.625,11469.675,11347.0,11452.85,1856700
2019-01-07,11548.0,11574.775,11455.7,11480.3,1711950
2019-01-08,11466.025,11552.575,11444.275,11524.1,1632300
2019-01-09,11587.05,11587.1,11442.95,11559.2,1697625
2019-01-10,11580.575,11580.575,11512.5,11538.0,1422975
2019-01-11,11562.025,11568.625,11448.525,11505.975,1596075
2019-01-14,11492.8,11492.8,11392.225,11444.55,1458375
2019-01-15,11490.025,11625.425,11480.9,11613.075,1658925
2019-01-16,11623.55,11649.275,11590.55,11605.925,1536375
2019-01-17,11634.975,11644.55,11538.6,11610.375,1530975
2019-01-18,11638.225,11645.925,11556.35,11611.75,1511250
2019-01-21,11622.175,11692.625,11586.25,11656.975,1459875
2019-01-22,11625.3,11633.85,11562.075,11621.375,1449975
2019-01-23,11625.425,11648.475,11513.825,11534.975,1288950
2019-01-24,11540.4,11566.975,11488.925,11549.55,1452150
2019-01-25,11590.3,11640.5,11436.325,11461.7,1652100
2019-01-28,11483.175,11499.7,11309.7,11345.725,1503525
2019-01-29,11327.925,11375.9,11261.975,11336.425,1428975
2019-01-30,11372.775,11382.975,11271.075,11309.7,1616025
2019-01-31,11359.5,11513.9,11346.95,11503.825,1689450
2019-02-01,11531.175,11680.575,11483.475,11565.125,2012025
2019-02-04,11518.675,11606.075,11479.025,11589.975,1486725
2019-02-05,11594.8,11624.425,11562.1,11605.025,1537350
2019-02-06,11646.675,11762.175,11645.925,11751.9,1859625
2019-02-07,11743.85,11807.575,11721.7,11755.6,1626525
2019-02-08,11718.725,11725.075,11587.375,11610.9,1688175
2019-02-11,11579.9,11598.3,11519.025,11560.425,1440300
