Date,Open,High,Low,Close,Volume
2021-03-17 09:15:00,1030.6,1035.0,1026.25,1033.8,16260
2021-03-17 09:20:00,1032.7,1038.95,1032.0,1038.4,10929
2021-03-17 09:25:00,1038.0,1039.0,1031.65,1033.0,13059
2021-03-17 09:30:00,1033.1,1035.8,1031.8,1034.7,13347
2021-03-17 09:35:00,1034.7,1035.0,1032.8,1033.7,8838
2021-03-17 09:40:00,1033.7,1034.0,1030.8,1031.3,9750
2021-03-17 09:45:00,1031.5,1032.5,1029.6,1029.85,12075
2021-03-17 09:50:00,1029.1,1031.55,1029.05,1030.2,8823
2021-03-17 09:55:00,1030.05,1031.3,1027.35,1028.05,9094
2021-03-17 10:00:00,1028.5,1030.0,1026.0,1029.05,9510
2021-03-17 10:05:00,1029.4,1032.15,1028.45,1031.6,7634
2021-03-17 10:10:00,1031.6,1031.85,1027.35,1028.0,12269
2021-03-17 10:15:00,1028.15,1028.5,1025.6,1028.25,11654
2021-03-17 10:20:00,1028.1,1028.5,1025.5,1025.75,11229
2021-03-17 10:25:00,1025.75,1027.0,1024.4,1027.0,10936
2021-03-17 10:30:00,1027.0,1028.85,1026.65,1027.9,10345
2021-03-17 10:35:00,1027.75,1030.8,1027.25,1030.8,7190
2021-03-17 10:40:00,1030.65,1030.8,1027.7,1028.35,9138
2021-03-17 10:45:00,1028.1,1028.35,1025.75,1027.4,7882
2021-03-17 10:50:00,1027.3,1028.75,1027.0,1028.1,5859
2021-03-17 10:55:00,1028.1,1028.5,1027.0,1027.7,4061
2021-03-17 11:00:00,1027.85,1028.5,1027.0,1027.3,2648
2021-03-17 11:05:00,1027.35,1028.0,1025.3,1027.95,4537
2021-03-17 11:10:00,1028.0,1029.2,1027.55,1028.6,4937
2021-03-17 11:15:00,1028.8,1030.75,1028.45,1029.8,4649
2021-03-17 11:20:00,1030.6,1031.85,1029.35,1030.0,8737
2021-03-17 11:25:00,1030.0,1034.0,1030.0,1032.9,9806
2021-03-17 11:30:00,1032.9,1036.95,1032.9,1034.8,12947
2021-03-17 11:35:00,1035.15,1035.25,1032.95,1033.55,11356
2021-03-17 11:40:00,1033.85,1035.25,1033.0,1033.45,8989
2021-03-17 11:45:00,1033.55,1035.0,1033.0,1033.65,6636
2021-03-17 11:50:00,1033.6,1034.0,1030.5,1030.75,7279
2021-03-17 11:55:00,1030.8,1031.7,1028.1,1029.25,6496
2021-03-17 12:00:00,1029.25,1030.5,1026.45,1027.65,5498
