Date,Open,High,Low,Close,Volume
2021-03-17 09:15:00,714.85,716.6,710.2,715.7,17274
2021-03-17 09:20:00,715.45,716.8,713.5,714.8,13174
2021-03-17 09:25:00,715.0,715.0,712.0,712.9,16331
2021-03-17 09:30:00,713.0,715.2,711.45,714.0,14369
2021-03-17 09:35:00,714.1,714.5,712.0,713.5,9855
2021-03-17 09:40:00,713.5,714.3,712.15,712.5,10300
2021-03-17 09:45:00,712.5,712.8,711.1,711.9,9460
2021-03-17 09:50:00,711.5,712.15,709.0,709.2,10560
2021-03-17 09:55:00,709.3,710.35,706.1,708.2,15806
2021-03-17 10:00:00,708.5,709.9,707.6,708.95,16743
2021-03-17 10:05:00,708.95,710.1,707.1,709.4,12570
2021-03-17 10:10:00,709.1,709.25,706.3,706.8,9676
2021-03-17 10:15:00,706.8,708.75,705.1,708.2,9050
2021-03-17 10:20:00,708.2,708.25,705.35,705.6,10412
2021-03-17 10:25:00,705.45,708.75,705.2,707.8,8691
2021-03-17 10:30:00,708.25,710.0,708.0,708.2,11984
2021-03-17 10:35:00,708.55,709.5,708.0,709.35,8576
2021-03-17 10:40:00,709.5,709.5,707.5,707.7,7491
2021-03-17 10:45:00,707.7,708.95,706.6,708.6,8973
2021-03-17 10:50:00,708.5,708.6,707.65,708.3,6096
2021-03-17 10:55:00,708.3,708.6,707.8,708.1,5546
2021-03-17 11:00:00,707.95,708.0,707.0,707.55,3487
2021-03-17 11:05:00,707.55,707.55,706.35,707.2,5645
2021-03-17 11:10:00,707.2,707.5,706.75,707.5,4419
2021-03-17 11:15:00,707.5,708.35,707.1,707.85,5176
2021-03-17 11:20:00,707.85,709.6,707.85,708.0,9062
2021-03-17 11:25:00,708.25,710.6,708.25,709.95,17888
2021-03-17 11:30:00,709.95,711.8,709.55,709.75,10612
2021-03-17 11:35:00,709.65,709.85,708.2,708.5,6337
2021-03-17 11:40:00,708.5,709.15,708.0,708.5,5699
2021-03-17 11:45:00,708.8,709.2,707.8,707.8,6657
2021-03-17 11:50:00,707.8,708.3,706.65,707.1,9026
2021-03-17 11:55:00,707.1,708.0,707.0,707.05,10949
2021-03-17 12:00:00,707.0,707.05,702.2,703.15,15356
