Date,Open,High,Low,Close,Volume
2021-03-17 09:15:00,2102.0,2102.4,2081.0,2088.0,8698
2021-03-17 09:20:00,2088.25,2098.7,2088.25,2098.5,10003
2021-03-17 09:25:00,2098.1,2099.5,2092.5,2094.4,8094
2021-03-17 09:30:00,2094.4,2095.1,2090.0,2090.2,7693
2021-03-17 09:35:00,2090.45,2092.8,2087.35,2088.85,7199
2021-03-17 09:40:00,2088.85,2091.75,2088.0,2090.85,6010
2021-03-17 09:45:00,2090.85,2091.0,2085.25,2085.6,7234
2021-03-17 09:50:00,2085.6,2090.05,2083.45,2085.0,6269
2021-03-17 09:55:00,2085.0,2088.0,2081.5,2082.7,6569
2021-03-17 10:00:00,2082.5,2086.2,2081.75,2085.0,4869
2021-03-17 10:05:00,2084.9,2086.0,2083.95,2084.0,5211
2021-03-17 10:10:00,2084.0,2084.25,2072.6,2073.0,6551
2021-03-17 10:15:00,2072.6,2074.8,2070.6,2072.65,7058
2021-03-17 10:20:00,2072.85,2074.0,2071.0,2071.55,4373
2021-03-17 10:25:00,2071.0,2071.35,2066.6,2071.2,6977
2021-03-17 10:30:00,2071.2,2074.0,2070.35,2072.0,6051
2021-03-17 10:35:00,2072.0,2074.45,2071.0,2074.35,5859
2021-03-17 10:40:00,2074.35,2075.9,2074.0,2075.0,5622
2021-03-17 10:45:00,2075.0,2075.0,2070.7,2073.7,4406
2021-03-17 10:50:00,2073.7,2074.55,2073.6,2074.35,3952
2021-03-17 10:55:00,2074.5,2075.5,2071.45,2071.95,4018
2021-03-17 11:00:00,2071.55,2072.45,2071.0,2071.25,5865
2021-03-17 11:05:00,2070.45,2071.0,2067.0,2068.5,5908
2021-03-17 11:10:00,2068.15,2070.5,2067.2,2070.5,6066
2021-03-17 11:15:00,2070.5,2072.0,2070.5,2071.55,5197
2021-03-17 11:20:00,2071.55,2076.7,2071.55,2075.55,6707
2021-03-17 11:25:00,2075.55,2079.4,2075.25,2078.95,6305
2021-03-17 11:30:00,2079.0,2082.0,2078.2,2079.35,7449
2021-03-17 11:35:00,2079.1,2079.3,2075.15,2076.05,5317
2021-03-17 11:40:00,2076.0,2076.9,2068.4,2071.05,8579
2021-03-17 11:45:00,2071.05,2073.9,2071.05,2072.05,6266
2021-03-17 11:50:00,2071.55,2073.0,2070.8,2071.8,5905
2021-03-17 11:55:00,2071.5,2073.3,2069.1,2069.25,6378
2021-03-17 12:00:00,2069.25,2072.0,2065.7,2067.9,5842
2021-03-17 12:05:00,2067.2,2068.9,2066.05,2067.1,6679
2021-03-17 12:10:00,2067.1,2068.45,2066.5,2067.95,5543
2021-03-17 12:15:00,2067.2,2070.0,2066.85,2068.1,5809
2021-03-17 12:20:00,2068.1,2070.0,2066.8,2067.55,5066
2021-03-17 12:25:00,2067.25,2069.1,2066.0,2068.65,6992
2021-03-17 12:30:00,2068.15,2069.0,2066.65,2066.65,6277
2021-03-17 12:35:00,2066.7,2070.55,2066.4,2070.0,10208
2021-03-17 12:40:00,2069.55,2072.45,2069.0,2070.4,9596
2021-03-17 12:45:00,2070.2,2072.0,2066.15,2066.55,6204
2021-03-17 12:50:00,2066.3,2068.1,2064.0,2065.55,10787
2021-03-17 12:55:00,2065.85,2071.2,2065.5,2070.6,8570
2021-03-17 13:00:00,2069.7,2073.15,2068.15,2068.3,8328
2021-03-17 13:05:00,2068.25,2070.5,2066.1,2066.5,18312
2021-03-17 13:10:00,2066.05,2069.1,2065.5,2066.45,6992
2021-03-17 13:15:00,2066.15,2070.3,2066.0,2070.2,5664
2021-03-17 13:20:00,2070.0,2070.45,2067.85,2069.4,9357
2021-03-17 13:25:00,2069.4,2069.9,2068.4,2069.35,7746
2021-03-17 13:30:00,2068.6,2072.8,2067.05,2069.4,10996
2021-03-17 13:35:00,2069.4,2069.75,2066.3,2067.1,7535
2021-03-17 13:40:00,2067.1,2069.7,2066.5,2068.75,9524
2021-03-17 13:45:00,2067.95,2069.0,2062.85,2064.9,8740
2021-03-17 13:50:00,2064.9,2065.6,2063.85,2064.15,9200
2021-03-17 13:55:00,2064.0,2066.2,2054.0,2054.3,7987
