Date,Open,High,Low,Close,Volume
2021-03-17 09:15:00,6619.2,6626.25,6592.6,6592.6,444
2021-03-17 09:20:00,6593.35,6638.95,6581.35,6634.85,1596
2021-03-17 09:25:00,6636.6,6656.0,6622.3,6653.6,1902
2021-03-17 09:30:00,6654.95,6670.0,6645.8,6653.9,1545
2021-03-17 09:35:00,6653.0,6658.2,6641.0,6651.55,803
2021-03-17 09:40:00,6653.55,6669.0,6651.55,6662.95,1657
2021-03-17 09:45:00,6664.0,6669.65,6643.4,6654.8,1751
2021-03-17 09:50:00,6656.7,6656.7,6641.4,6646.15,967
2021-03-17 09:55:00,6645.0,6657.05,6641.0,6648.05,1173
2021-03-17 10:00:00,6649.2,6653.25,6643.5,6648.5,778
2021-03-17 10:05:00,6646.05,6649.3,6631.1,6646.0,940
2021-03-17 10:10:00,6645.75,6646.5,6632.0,6638.0,875
2021-03-17 10:15:00,6637.0,6644.0,6625.6,6642.15,1051
2021-03-17 10:20:00,6641.0,6659.0,6640.6,6649.8,1106
2021-03-17 10:25:00,6648.0,6664.4,6646.25,6664.4,881
2021-03-17 10:30:00,6665.0,6667.0,6651.9,6653.5,1225
2021-03-17 10:35:00,6653.5,6666.0,6653.5,6664.9,897
2021-03-17 10:40:00,6663.75,6664.95,6655.1,6657.05,578
2021-03-17 10:45:00,6657.05,6657.05,6640.0,6648.45,1405
2021-03-17 10:50:00,6648.7,6650.4,6634.0,6640.0,969
2021-03-17 10:55:00,6641.3,6641.3,6618.75,6618.75,907
2021-03-17 11:00:00,6618.75,6623.75,6604.0,6615.0,2015
2021-03-17 11:05:00,6615.0,6618.25,6605.0,6616.0,1055
2021-03-17 11:10:00,6618.6,6625.0,6615.7,6618.75,927
2021-03-17 11:15:00,6618.75,6624.95,6614.6,6614.6,712
2021-03-17 11:20:00,6616.8,6630.0,6614.45,6624.45,652
2021-03-17 11:25:00,6622.2,6635.15,6622.2,6631.0,999
2021-03-17 11:30:00,6631.65,6639.6,6621.15,6624.25,1431
2021-03-17 11:35:00,6621.45,6622.55,6615.25,6617.9,750
2021-03-17 11:40:00,6617.0,6624.1,6610.0,6619.95,650
2021-03-17 11:45:00,6617.6,6622.75,6616.5,6621.0,499
2021-03-17 11:50:00,6622.9,6623.55,6618.1,6620.9,527
2021-03-17 11:55:00,6621.3,6629.0,6615.0,6615.0,463
2021-03-17 12:00:00,6617.25,6624.85,6614.4,6617.0,902
2021-03-17 12:05:00,6617.0,6620.25,6612.4,6615.4,735
2021-03-17 12:10:00,6612.6,6619.8,6605.0,6606.35,720
2021-03-17 12:15:00,6608.95,6612.95,6605.4,6605.75,484
2021-03-17 12:20:00,6605.75,6610.8,6591.05,6596.0,805
2021-03-17 12:25:00,6595.2,6605.0,6592.0,6602.4,678
2021-03-17 12:30:00,6602.4,6614.1,6600.3,6609.5,762
2021-03-17 12:35:00,6608.4,6608.6,6590.25,6591.0,644
2021-03-17 12:40:00,6591.0,6593.8,6570.05,6582.95,1233
2021-03-17 12:45:00,6582.95,6587.4,6539.4,6546.65,1691
2021-03-17 12:50:00,6546.0,6555.0,6525.45,6534.0,1893
2021-03-17 12:55:00,6534.1,6545.15,6532.5,6535.0,1222
2021-03-17 13:00:00,6535.0,6538.55,6505.0,6509.4,2399
2021-03-17 13:05:00,6510.0,6532.0,6505.0,6527.0,1118
2021-03-17 13:10:00,6527.15,6530.0,6514.0,6518.45,1605
2021-03-17 13:15:00,6518.45,6530.0,6518.45,6528.0,982
2021-03-17 13:20:00,6530.0,6536.0,6527.85,6529.0,653
2021-03-17 13:25:00,6528.6,6533.6,6522.0,6533.45,920
2021-03-17 13:30:00,6529.25,6546.0,6525.2,6537.9,1320
2021-03-17 13:35:00,6538.0,6540.0,6527.6,6537.0,796
2021-03-17 13:40:00,6536.9,6544.0,6511.5,6512.0,1077
2021-03-17 13:45:00,6513.0,6522.9,6508.0,6512.0,1275
2021-03-17 13:50:00,6510.6,6520.0,6508.85,6516.5,1023
2021-03-17 13:55:00,6516.05,6527.0,6516.05,6523.0,967
2021-03-17 14:00:00,6520.5,6535.4,6520.5,6526.25,1621
2021-03-17 14:05:00,6526.25,6529.55,6510.0,6513.3,1548
2021-03-17 14:10:00,6511.8,6533.0,6510.45,6529.4,719
2021-03-17 14:15:00,6529.0,6534.9,6525.1,6526.8,678
2021-03-17 14:20:00,6525.1,6534.0,6525.1,6531.0,724
2021-03-17 14:25:00,6531.0,6545.0,6531.0,6538.8,1333
2021-03-17 14:30:00,6540.45,6558.55,6535.0,6548.95,1939
2021-03-17 14:35:00,6552.0,6570.0,6535.9,6538.9,1213
2021-03-17 14:40:00,6537.0,6547.8,6526.0,6542.05,1571
2021-03-17 14:45:00,6542.0,6555.0,6542.0,6546.3,928
2021-03-17 14:50:00,6546.3,6546.3,6533.6,6535.0,1318
2021-03-17 14:55:00,6539.7,6540.25,6522.0,6530.0,1535
2021-03-17 15:00:00,6529.6,6543.95,6523.7,6540.0,2071
2021-03-17 15:05:00,6537.95,6552.65,6525.0,6528.15,2343
2021-03-17 15:10:00,6527.05,6538.75,6520.1,6522.5,2307
2021-03-17 15:15:00,6522.45,6532.7,6505.05,6506.25,1808
2021-03-17 15:20:00,6506.3,6515.4,6490.35,6490.35,2332
2021-03-17 15:25:00,6494.75,6522.0,6489.15,6519.0,1561
2021-03-18 09:15:00,6598.75,6631.95,6593.6,6610.9,2616
2021-03-18 09:20:00,6613.6,6630.0,6607.9,6611.0,1559
2021-03-18 09:25:00,6609.65,6616.8,6597.0,6613.15,1902
2021-03-18 09:30:00,6615.0,6623.85,6600.2,6602.0,1639
2021-03-18 09:35:00,6600.9,6602.1,6578.9,6579.95,2099
2021-03-18 09:40:00,6579.95,6595.0,6579.9,6588.65,2048
2021-03-18 09:45:00,6589.75,6590.0,6580.0,6587.5,959
2021-03-18 09:50:00,6590.0,6591.95,6580.0,6585.0,1263
2021-03-18 09:55:00,6586.65,6590.0,6559.7,6568.8,2159
2021-03-18 10:00:00,6568.8,6573.85,6560.9,6569.85,1286
2021-03-18 10:05:00,6572.25,6583.7,6568.85,6578.75,936
2021-03-18 10:10:00,6577.0,6578.95,6563.9,6578.0,1219
2021-03-18 10:15:00,6578.0,6583.1,6575.1,6577.95,662
